,id,question,label,group,prediction,correct
269,SP-105_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two farmers got into a heated argument and started fighting. A farmer was so enraged that he threw a handful of stones at the other farmer. The stones hit the farmer exactly, but the other farmer received no harm at all.  Why?

What is the correct answer to the question from the following choices?
(A) The stones was actually seeds, not ordinary stones. The seed of a cherry is called a stone.
(B) The other farmer was wearing protective clothing or had some form of shield that prevented the stones from causing harm.
(C) The stones were small or lacked enough force to cause any significant injury.
(D) [MASK]
.",0,CR,0,1
270,SP-106,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  An electric train is going south at 98 mph. The wind is blowing northeast. Which direction is the smoke blowing?

What is the correct answer to the question from the following choices?
(A) Northeast.
(B) [MASK]
(C) South.
(D) None of above.",3,OG,3,1
271,SP-106_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  At 98 mph, an electric train is traveling south. There is a northeast wind. Where is the smoke coming from?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) South.
(C) Northeast.
(D) None of above.",3,SR,3,1
272,SP-106_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A submarine is moving west at a speed of 30 knots. There is a strong current moving east. Where are the trail of bubbles coming from?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) East
(C) West.
(D) None of above.",3,CR,3,1
273,SP-107,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was a farmer who had a problem with his chicken coop, and he wanted to go check it out. When he got there he noticed that there was a rooster on top of the barn. Now the barn was shaped with a triangle-type top. But suddenly the rooster laid an egg. Which side did it roll on?

What is the correct answer to the question from the following choices?
(A)  There is a hole in the roof. Furthermore, the egg dropped into the hole.
(B) It didn't because rosters don't lay eggs.
(C) It is possible the egg would roll down the middle of the triangle-shaped top of the barn.
(D) [MASK]
.",1,OG,0,0
274,SP-107_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was a farmer who wanted to go investigate a problem with his chicken coop. As soon as he arrived, he saw a rooster perched atop the barn. Now the barn had a top that resembled a triangle. However, the rooster unexpectedly laid an egg. How did it roll on that side?

What is the correct answer to the question from the following choices?
(A) It didn't because rosters don't lay eggs.
(B)  There is a hole in the roof. Furthermore, the egg dropped into the hole.
(C) It is possible the egg would roll down the middle of the triangle-shaped top of the barn.
(D) [MASK]
.",0,SR,0,1
275,SP-107_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A conscientious farmer formerly provided food for his roosters each day, but throughout the years, not a single egg was produced for him. How is it even imaginable?

What is the correct answer to the question from the following choices?
(A) Because roosters don't lay eggs.
(B) His neighbor always stolen eggs away from him.
(C) Roosters will eat their own eggs once they were laid.
(D) [MASK]
.",0,CR,0,1
276,SP-108,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There is a pink single-story house and everything in it is pink. The doors are pink, the windows are pink and the top is pink. What color are the stairs?

What is the correct answer to the question from the following choices?
(A) There are no stairs in a single story house.
(B) The stairs is uncolored as people always step on that.
(C) It should be pink as the whole house is in pink.
(D) [MASK]
.",0,OG,1,0
277,SP-108_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  The entire single-story home is pink, including the outside. The windows, the top, and the doors are all pink. What are the stair's colors?

What is the correct answer to the question from the following choices?
(A) The stairs is uncolored as people always step on that.
(B) It should be pink as the whole house is in pink.
(C) [MASK]
(D) None of above.",2,SR,0,0
278,SP-108_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A one-story house is built from red bricks. The doors, windows, and roof are all made of red bricks. What color is the basement?

What is the correct answer to the question from the following choices?
(A) There is no basement in a one-story house built on a single floor.
(B) The basement is uncolored as the basement is only used for storing stuffs.
(C) It should be red as the whole house is in red.
(D) [MASK]
.",0,CR,0,1
279,SP-109,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two fathers and two sons went fishing one day. They were there the whole day and only caught 3 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?

What is the correct answer to the question from the following choices?
(A) Two sons shared the same fish.
(B) [MASK]
(C) One father gave his fish to his son.
(D) None of above.",1,OG,2,0
280,SP-109_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  One day, two dads and two sons went fishing. They were there all day and barely caught three fish. One father stated, ""That is enough for all of us; we will each have one."" How is this possible?

What is the correct answer to the question from the following choices?
(A) Two sons shared the same fish.
(B) [MASK]
(C) One father gave his fish to his son.
(D) None of above.",1,SR,0,0
281,SP-109_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There were two bosses and two employees in a meeting room discussing different tasks. At the end of the meeting, there three tasks for all the people in that meeting. How is that possibl?

What is the correct answer to the question from the following choices?
(A) There was one boss with his employee, and that employee was somebody else's boss.
(B) [MASK]
(C) Two employees shared the same task.
(D) None of above.",0,CR,0,1
282,SP-110,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A bus driver was heading down a street in Colorado. He went right past a stop sign without stopping, he turned left where there was a ""no left turn"" sign, and he went the wrong way on a one-way street. Then he went on the left side of the road past a cop car. Still - he didn't break any traffic laws. Why not?

What is the correct answer to the question from the following choices?
(A) He was walking.
(B) There was no police in that cop car.
(C) [MASK]
(D) None of above.",0,OG,0,1
283,SP-110_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A bus driver was driving along a Colorado roadway. He drove straight through a stop sign, turned left when there was a ""no left turn"" sign, and traveled the opposite way on a one-way street. He then drove on the left side of the road, passing a police cruiser. Nonetheless, he did not violate any traffic laws. So why not?

What is the correct answer to the question from the following choices?
(A) He tried to get away from the police.
(B) He was walking.
(C) There was no police in that cop car.
(D) [MASK]
.",1,SR,2,0
284,SP-110_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A thief was walking down the street. He walked past the security guards and also the people whom he had stolen from. Nevertheless, nobody was catching him. So why not?

What is the correct answer to the question from the following choices?
(A) He tried to get away from the security and succeeded in the end.
(B) At that time, he was just walking down the street. He stolen from others previously.
(C) [MASK]
(D) None of above.",1,CR,1,1
285,SP-111,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A pet shop owner had a parrot with a sign on its cage that said ""Parrot repeats everything it hears"". Davey bought the parrot and for two weeks he spoke to it and it didn't say a word. He returned the parrot but the shopkeeper said he never lied about the parrot. How can this be?

What is the correct answer to the question from the following choices?
(A) The parrot was tired.
(B) Davey was deaf.
(C) [MASK]
(D) None of above.",2,OG,0,0
286,SP-111_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A pet store owner had a parrot with the sign ""Parrot repeats everything it hears"" on its cage. Davey bought the parrot and chatted to it for two weeks without it saying anything. He returned the parrot, but the shopkeeper said he had never lied about it. How is this possible?

What is the correct answer to the question from the following choices?
(A) Davey was deaf.
(B) The parrot was deaf.
(C) [MASK]
(D) None of above.",1,SR,0,0
287,SP-111_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was an employee that told on his resume that he will do anything that he will be told be to. Nonetheless, on the first day of job in the manufacturing company, his boss was really annoyed as he wasn't doing anything his boss was showing him to do. What was the problem ??

What is the correct answer to the question from the following choices?
(A) The man was blind and they had to explicitly tell him what to do not to show him
(B) The man was tired and doesn't want to anything anymore.
(C) The man thought the first day of the job should be a hoilday.
(D) [MASK]
.",0,CR,0,1
288,SP-112,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can you leave a room with two legs and return with six legs?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) You're walking back upside down.
(C) Bring a chair back with you.
(D) None of above.",2,OG,1,0
289,SP-112_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can you leave a room with two legs and return with six legs?

What is the correct answer to the question from the following choices?
(A) Bring another man back with you.
(B) [MASK]
(C) You're walking back upside down.
(D) None of above.",1,SR,2,0
290,SP-112_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can you leave your office with two legs and come back with a dog but still two leg?

What is the correct answer to the question from the following choices?
(A) You're walking back upside down.
(B) You're carrying the dog yourself.
(C) You're riding on the dog yourself.
(D) [MASK]
.",1,CR,0,0
291,SP-113,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Some months have 30 days, some months have 31 days. How many have 28?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) They all do.
(C) Two, the first and end month of the year.
(D) None of above.",1,OG,1,1
292,SP-113_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Some months have 30 days, while others have 31. How many people have 28?

What is the correct answer to the question from the following choices?
(A) They all do.
(B) Two, the first and end month of the year.
(C) [MASK]
(D) None of above.",0,SR,0,1
293,SP-113_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Some animals have four legs and some only have two, Which one of them have one leg?

What is the correct answer to the question from the following choices?
(A) They all do.
(B) All fishes have one leg.
(C) [MASK]
(D) None of above.",0,CR,0,1
294,SP-114,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two students attend the same school, have the same teacher, and were born on the same day of the same month, but they are not siblings. How can this be possible?

What is the correct answer to the question from the following choices?
(A) One student ran away from home at a young age.
(B) They were not born in the same year.
(C) One student had a bad academic grades and broken up with his parents.
(D) [MASK]
.",1,OG,1,1
295,SP-114_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Although they were born on the same day of the same month, two students who go to the same school and share a teacher are not related. How is this even conceivable?

What is the correct answer to the question from the following choices?
(A) They were not born in the same year.
(B) One student ran away from home at a young age.
(C) One student had a bad academic grades and broken up with his parents.
(D) [MASK]
.",0,SR,0,1
296,SP-114_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two men were working in the same store with the same shift and same tasks given to them, however they were not seeing each other at all. How can this be possible?

What is the correct answer to the question from the following choices?
(A) They both didn't focus on their work.
(B) They were too busy to see each other.
(C) They were living in different periods of time and both working in that store.
(D) [MASK]
.",2,CR,2,1
297,SP-115,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was just doing his job when his suit was torn. Why did he die three minutes later?

What is the correct answer to the question from the following choices?
(A) He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise.
(B) He was an astronaut on a space walk, doing repairs.
(C) His suit was so expensive that he couldn't  afford to buy a new one.
(D) [MASK]
.",1,OG,0,0
298,SP-115_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A guy was just going about his business when his suit was ripped. Why did he pass away three minutes later?

What is the correct answer to the question from the following choices?
(A) He was an astronaut on a space walk, doing repairs.
(B) His suit was so expensive that he couldn't afford to buy a new one.
(C) He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise.
(D) [MASK]
.",0,SR,0,1
299,SP-115_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was swimming in a sea, when he had a small injury and he lost only a small amount of blood, a minute later, he died in a painful wa?

What is the correct answer to the question from the following choices?
(A) He never get hurt before. His heart couldn't handle the stress, leading to his unfortunate demise.
(B) When he started bleeding, a shark noticed and ate him.
(C) The wound won't heal in the sea. He was so afraid of dying and scared himself.
(D) [MASK]
.",1,CR,0,0
300,SP-116,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can you physically stand behind your friend as he physically stands behind you?

What is the correct answer to the question from the following choices?
(A) By standing stand upside down.
(B) With the help of optical illusions.
(C) [MASK]
(D) None of above.",2,OG,0,0
301,SP-116_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can you stand physically behind your friend while he stands physically behind you?

What is the correct answer to the question from the following choices?
(A) By standing back to back.
(B) [MASK]
(C) With the help of optical illusions.
(D) None of above.",0,SR,3,0
302,SP-116_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two men are using a ladder but both are face-to-face and can't pass each other. How's that physically possible ?

What is the correct answer to the question from the following choices?
(A) The two man are using the ladder alternatively.
(B) The ladder is set horizontally and two people are hanging from it one going from left to right and the other one from right to left
(C) With the help of optical illusions,both you and your friend can not pass each other.
(D) [MASK]
.",1,CR,2,0
303,SP-118,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  All the electricity was out in town and none of the street lights or traffic signals had power. A dark limousine was cruising down the newly paved blacktop, with its headlights off. A young boy dressed totally in black (with no reflector) stepped out to cross the street. The moon wasn't out and the boy had no flashlight, yet the driver stopped to let the boy cross the street. How did the driver see the boy?

What is the correct answer to the question from the following choices?
(A) The driver saw the boy because it was during the daylight hours.
(B) The driver was good at listening.
(C) The driver was paying much attention on the road.
(D) [MASK]
.",0,OG,0,1
304,SP-118_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was no power in town, and none of the street lights or traffic signals worked. A dark limousine sped down the recently laid blacktop, headlights turned off. A little youngster in complete black (no reflectors) went out to cross the roadway. Despite the fact that the moon was not out and the youngster had no flashlight, the motorist stopped to let the boy to cross the street. How did the driver notice the youngster?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) The driver was paying much attention on the road.
(C) The driver saw the boy because it was during the daylight hours.
(D) None of above.",2,SR,2,1
305,SP-118_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  The sea was really stormy, it was raining heavily and it was a cold night, however the crew were completely comfortable and warm. How is that possible??

What is the correct answer to the question from the following choices?
(A) The crew could understand the extreme whether.
(B) [MASK]
(C) The crew were not cruising in the sea.
(D) None of above.",2,CR,2,1
306,SP-119,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Four cars come to a four way stop, all coming from a different direction. They can't decide who got there first, so they all go forward at the same time. They do not crash into each other, but all four cars go. How is this possible?

What is the correct answer to the question from the following choices?
(A) Their cars have different heights that can drive beyond each other.
(B) [MASK]
(C) They decided to drive reversely with their rears forward first.
(D) None of above.",1,OG,2,0
307,SP-119_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Four automobiles, each approaching from a separate direction, arrive to a four-way stop. They can't decide who arrived first, so they all proceed at the same time. They do not collide, but all four automobiles are destroyed. What makes this possible?

What is the correct answer to the question from the following choices?
(A) Their cars have different heights that can drive beyond each other.
(B) They decided to drive reversely with their rears forward first.
(C) They all made right-hand turns.
(D) [MASK]
.",2,SR,0,0
308,SP-119_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  10 people are sitting on a table and all are stealthy taking food off of other people's plates. After they get up from the table, nobody is hungry and all have eaten the same amount. How's that possible??

What is the correct answer to the question from the following choices?
(A) There were enough food in each plate even if it was stolen.
(B) They were sitting on the rounded table and all of them were doing the same thing.
(C) [MASK]
(D) None of above.",1,CR,1,1
309,SP-124,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was born in 1898. He is still alive now at the age 33  How is this possible ?

What is the correct answer to the question from the following choices?
(A) he was born in room 1898 in the hospital.
(B) He never celebrate his birthday after 33 years old.
(C) His birthday is February 29th, which is celebrated every four years.
(D) [MASK]
.",0,OG,0,1
310,SP-124_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In 1898, a guy was born. He is still living at the age of 33.  How is this even possible?

What is the correct answer to the question from the following choices?
(A) He never celebrate his birthday after 33 years old.
(B) he was born in room 1898 in the hospital.
(C) His birthday is February 29th, which is celebrated every four years.
(D) [MASK]
.",1,SR,1,1
311,SP-124_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man went to Italy to celebrate his birthday, but he only had his phone with himself. How's this even possible?

What is the correct answer to the question from the following choices?
(A) His phone still has signal at Italy.
(B) He put all visa materials in his phone.
(C) Italy was name of the restaurant he was celebrating his birthday in.
(D) [MASK]
.",2,CR,0,0
312,SP-125,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man is late for an appointment and, in his haste, takes a corner so fast that only two wheels were on the pavement. A policeman is standing on the corner, but he did not give him a ticket. Why?

What is the correct answer to the question from the following choices?
(A) He was on a motorcycle.
(B) The two car wheels was large enough to support the him.
(C) The policeman was superised by his driving skill.
(D) [MASK]
.",0,OG,1,0
313,SP-125_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man is late for an appointment and takes a bend so quickly that just two wheels are on the pavement. A cop is waiting on the corner, but he hasn't issued him a ticket. Why?

What is the correct answer to the question from the following choices?
(A) The two car wheels was large enough to support the him.
(B) The policeman was superised by his driving skill.
(C) He was on a motorcycle.
(D) [MASK]
.",2,SR,0,0
314,SP-125_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A thief was running when he passed a policeman as well, but nobody stopped him. Why?

What is the correct answer to the question from the following choices?
(A) He was running so fast that no one can catch him.
(B) [MASK]
(C) Although he was a thief, he wasn't stealing something at that time
(D) None of above.",2,CR,0,0
315,SP-126,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Four men sat down to play, They played all night till the break of day. They played for gold and not for fun, With separate scores for every one. When they had come to square accounts, They all had made quite fair amounts. Can you explain the paradox, If no one lost, how all could gain?

What is the correct answer to the question from the following choices?
(A) The men were miners..
(B) [MASK]
(C) The men were pokers..
(D) None of above.",1,OG,2,0
316,SP-126_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Four men sat down to play, and they played all night until the sun came up. They played for gold, not for pleasure, with individual scores for everyone. They had all earned good money when it came to square accounts. Can you explain the paradox: If no one loses, how can everyone win?

What is the correct answer to the question from the following choices?
(A) The men were miners..
(B) [MASK]
(C) The men were pokers..
(D) None of above.",1,SR,2,0
317,SP-126_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A group of people were shooting each other. They shot their friends in heads and also in other parts of the bodies. They had a lot of pain but nobody died. How is that possible?

What is the correct answer to the question from the following choices?
(A) No one was seriously injured.
(B) There was a hospital nearby.
(C) They were using fake guns like in paint ball
(D) [MASK]
.",2,CR,2,1
318,SP-127,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Imagine Johnny, a party clown, is carrying three pieces of gold each piece weighing one kilogram. While taking a walk he comes to a bridge that has a sign posted saying the bridge could hold only a maximum of 80 kilograms. John weighs 78 kilograms and the gold weighs three kilograms. Johnny reads the sign and still safely crossed the bridge with all the gold. How did he manage this?

What is the correct answer to the question from the following choices?
(A) Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.
(B) Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.
(C) Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.
(D) [MASK]
.",2,OG,2,1
319,SP-127_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Imagine Johnny, a party clown, is clutching three gold coins, each weighing one kilogram. While walking, he comes upon a bridge with a sign stating that it can only handle a maximum of 80 kilos. The gold weighs three kilos and John weighs 78 pounds. Johnny reads the notice and crosses the bridge safely with all of the riches. How did he pull it off?

What is the correct answer to the question from the following choices?
(A) Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.
(B) Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.
(C) Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.
(D) [MASK]
.",0,SR,0,1
320,SP-127_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Picture Robert, an adept circus performer, carrying five silver spheres, each weighing two kilograms. While trekking, he stumbles upon a rickety old bridge with a sign pronouncing that it can only bear a maximum of 90 kilograms. The silver spheres weigh ten kilograms and Robert weighs 81 kilograms. Robert sees the sign and crosses the bridge securely with all his treasures. How did he manage to do this?

What is the correct answer to the question from the following choices?
(A) Robert is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.
(B) Robert burried one silver sphere in the start of the bridge and make sure the location is private enough that no one can find.
(C) Robert sank the silver sphere to the bottom of the river and left a mark so that he could find it later.
(D) [MASK]
.",0,CR,0,1
321,SP-128,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Monica took part in a furiously competitive race, which she won due to her speed and agility. Despite this, she was not allowed to collect the winning trophy. Why?

What is the correct answer to the question from the following choices?
(A) Monica could not lift the trophy because it was too heavy.
(B) Monica was really sweaty and smells.
(C) Monica is the name of the horse that won the race.
(D) [MASK]
.",2,OG,0,0
322,SP-128_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Monica competed in a very competitive race, which she won thanks to her speed and agility. Despite this, she was not permitted to accept the winning trophy. Why?

What is the correct answer to the question from the following choices?
(A) Monica could not lift the trophy because it was too heavy.
(B) Monica was really sweaty and smells.
(C) Monica is the name of the horse that won the race.
(D) [MASK]
.",2,SR,0,0
323,SP-128_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Jimy went in the middle of the warzone and bombarded a lot of territories that were in the possession of the enemy. When he got back, he didn't get any medals or any praises. Why?

What is the correct answer to the question from the following choices?
(A) Jimy was the name of the fighter-jet that was flying over enemy's territory.
(B) Jimy was really sweaty and smells.
(C) Jimy is could not lift the trophy because it was too heavy.
(D) [MASK]
.",0,CR,0,1
324,SP-129,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman was horrified to find a fly in her tea. The waiter took her cup and went into the kitchen and returned with a fresh cup of tea. She shouted, ""You brought me the same tea!"" How did she know?

What is the correct answer to the question from the following choices?
(A) Because she had a special psychic connection with her tea.
(B) She had already put sugar in it and when she tasted the new tea it was already sweet.
(C) When she stirred the tea, the whirlpool it created was spinning in the same direction as the original cup of tea.
(D) [MASK]
.",1,OG,0,0
325,SP-129_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman was shocked to see a fly in her tea. The server grabbed her cup and walked into the kitchen, returning with a new cup of tea. ""You brought me the same tea!"" she exclaimed. How did she find out?

What is the correct answer to the question from the following choices?
(A) Because she had a special psychic connection with her tea.
(B) When she stirred the tea, the whirlpool it created was spinning in the same direction as the original cup of tea.
(C) She had already put sugar in it and when she tasted the new tea it was already sweet.
(D) [MASK]
.",2,SR,0,0
326,SP-129_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Mark gave James the video tape of a TV advertisement, and Mark told James that the advertisement was really good. Mark already knew that James didn't see the tape. How did Mark knew about that ?

What is the correct answer to the question from the following choices?
(A) Because the tape doesn't smell like the usual perfume James uses.
(B) The video tape was so absurd that if James had seen it, he would've never told Mark that it was really good
(C) Because Mark had a special psychic connection with James.
(D) [MASK]
.",1,CR,0,0
327,SP-130,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In 1990, a person is 15 years old. In 1995 that same person is 10 years old. How is this possible?

What is the correct answer to the question from the following choices?
(A) The genes in person is unnormal as others.
(B) [MASK]
(C) This person wanted to be younger so he revised his birthday.
(D) None of above.",1,OG,2,0
328,SP-130_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A person is 15 years old in 1990. That same person is ten years old in 1995. What makes this possible?

What is the correct answer to the question from the following choices?
(A) This person wanted to be younger so he revised his birthday.
(B) The genes in person is unnormal as others.
(C) The years are in B.C.
(D) [MASK]
.",2,SR,0,0
329,SP-130_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In 1250, a woman is 30 years old. In 1240, the same woman is 20 years old. How can this be possible?

What is the correct answer to the question from the following choices?
(A) The genes in person is unnormal as others.
(B) This woman wanted to stay younger so she revised his birthday.
(C) The years are being counted in B.C
(D) [MASK]
.",2,CR,1,0
330,SP-131,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Bouncing Bob was riding a particularly risky horse when suddenly its bridge came off. As they raced down the road, a screaming Bob lung to the horse's ears for dear life. Out of the corner of his eye, Bob saw a car coming, and realizing the horse was completely out of control, he panicked. Failing his arms about, he accidentally caused the horse to come to an abrupt halt. What could Bouncing Bob have done to make the horse stop?

What is the correct answer to the question from the following choices?
(A) Bob accidentally put his hands over the horse's eyes. If a horse can't see he will automatically stop.
(B) Bob accidentally pulled on the horse's tail. Horses are sensitive to their tail being pulled and would naturally stop when it happens.
(C) Bob accidentally slapped the horse's flank. The surprise made the horse stop suddenly out of fear.
(D) [MASK]
.",0,OG,0,1
331,SP-131_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Bouncing Bob was riding a very dangerous horse when its bridge suddenly collapsed. A screaming Bob sprang for the horse's ears as they sped down the road. Bob spotted a vehicle approaching out of the corner of his eye and worried when he realized the horse was entirely out of control. He unintentionally brought the horse to a standstill by flailing his arms around. What might Bouncing Bob have done to bring the horse to a halt?

What is the correct answer to the question from the following choices?
(A) Bob accidentally put his hands over the horse's eyes. If a horse can't see he will automatically stop.
(B) Bob accidentally pulled on the horse's tail. Horses are sensitive to their tail being pulled and would naturally stop when it happens.
(C) Bob accidentally slapped the horse's flank. The surprise made the horse stop suddenly out of fear.
(D) [MASK]
.",0,SR,0,1
332,SP-131_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Tricky Tim was on an adrenaline-filled motorcycle ride when suddenly the brakes malfunctioned. As they sped along the highway, a frightened Tim clung to the handlebars with all his might. From his peripheral vision, Tim spotted a truck approaching and, realizing his motorcycle was completely out of control, he began to panic. Flailing his arms about in his fear, he accidentally caused the motorcycle to slow down and stop. What could Tricky Tim have done to make the motorcycle stop?

What is the correct answer to the question from the following choices?
(A) Tim uses his limbs to keep rubbing against the ground to slow down, and he's so strong that he can brake quickly.
(B) Tim, in a moment of panic, used his mind powers to telekinetically halt the motorcycle's movement, bringing it to a sudden stop
(C) Tim accidentally hit the motorcycle's engine kill switch. When a motorcycle's engine is cut off, it will naturally decelerate and eventually stop.
(D) [MASK]
.",2,CR,2,1
333,SP-132,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A large truck is crossing a bridge 1 mile long. The bridge can only hold 14000 lbs, which is the exact weight of the truck. The truck makes it half way across the bridge and stops. A bird lands on the truck, but the bridge doesn't collapse. How is that possible?

What is the correct answer to the question from the following choices?
(A) The bird's weight is too little that won't affect the bridge to collapse.
(B) Because the wings of the bird can hold up the truck and lift it a little for a while.
(C) Because it has driven a half mile - you would subtract the gas used from the total weight of the truck.
(D) [MASK]
.",2,OG,1,0
334,SP-132_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A huge truck is crossing a mile-long bridge. The bridge can only support 14000 pounds, which is the weight of the vehicle. The vehicle gets it halfway across the bridge before coming to a halt. The bridge does not collapse because a bird lands on it. How is this even possible?

What is the correct answer to the question from the following choices?
(A) Because the wings of the bird can hold up the truck and lift it a little for a while.
(B) Because it has driven a half mile - you would subtract the gas used from the total weight of the truck.
(C) The bird's weight is too little that won't affect the bridge to collapse.
(D) [MASK]
.",1,SR,0,0
335,SP-132_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A car elevator in a high-rise building can carry a maximum weight of 10,000 lbs. One day a worker drove an operational car weighing 10,000 lbs from a long distance to get into the elevator. He didn't notice a car was hiding in the rear and moved the car into the elevator. However, the elevator worked as usual, how is that possible??

What is the correct answer to the question from the following choices?
(A) Because the cat can hold up the truck and lift it a little for a while.
(B) The cat's weight is too little that won't affect the bridge to collapse.
(C) Because it has driven a long distance - you would subtract the gas used from the total weight of the truck.
(D) [MASK]
.",2,CR,0,0
336,SP-133,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A store has on sale a computer and word processor small enough to fit in your pocket. It can add, multiply, subtract, divide, and write in all languages. A delete device will correct any error. No electricity is required to operate it. The price? Only a few cents! How can the store make a profit by selling it so cheap?

What is the correct answer to the question from the following choices?
(A) The computer is a wooden pencil with an eraser.
(B) The store stole steal this computer from others.
(C) The store had thounsands of computers in warehouse so they decided to start promotions.
(D) [MASK]
.",0,OG,0,1
